id,width,depth,height,weight,volume
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
303485406111.0,430.0,350.0,430.0,50.24861113137716,60200000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
429612044317.0,350.0,320.0,480.0,11.085011755951248,53760000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
78932584178.0,510.0,320.0,590.0,141.1532044955114,96288000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
916526727508.0,490.0,290.0,700.0,0.1578560386999766,99470000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
